country,avg_conflicts,avg_out_of_school_pct
Brazil,5.2727272727272725,4.490983636363636
Canada,0.0,1.9977645454545454
Germany,0.07142857142857142,1.2423192857142857
Japan,0.0,0.08629200000000001
Kenya,5.0,17.28183
Palestine,0.7857142857142857,6.686829285714286
Sudan,5.555555555555555,45.35447444444444
Syria,8.0,20.694285555555556
Ukraine,1.0,13.558338333333333
Yemen,2.25,29.1097325
